ts_utc,user_id,role,lang,mood,text
2025-10-18T10:56:22,demo,assistant,فارسی,2,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T10:57:05,demo,user,فارسی,2,سلام حالم خوبه
2025-10-18T10:57:07,demo,assistant,فارسی,2,خوشحالم که حالت خوب است! احساس خوبی به زندگی می‌دهد. برای تقویت این حس، چند دقیقه به تنفس عمیق بپرداز. نفس عمیق بکش، چند ثانیه نگه‌دار و سپس به آرامی خارج کن. این کار می‌تواند به آرامش و تمرکز کمک کند.
2025-10-18T10:57:07,demo,assistant,فارسی,2,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T10:57:41,demo,user,فارسی,2,بله میخوام
2025-10-18T10:57:45,demo,assistant,فارسی,2,"عالیه! هر روز یک یادآوری مثبت برای خودت داشته باش. مثلاً ""من شایسته شادی هستم"" یا ""هر روز یک فرصت جدید است."" هر روز صبح این جملات را با خودت تکرار کن. این کار می‌تواند به افزایش روحیه‌ات کمک کند."
2025-10-18T10:58:02,demo,user,فارسی,2,میتونیم بازم صحبت کنیم با هم ؟
2025-10-18T10:58:03,demo,assistant,فارسی,2,البته! من اینجا هستم تا با هم صحبت کنیم. هر چیزی که در ذهنت هست یا می‌خوای به اشتراک بذاری، بگو!
2025-10-18T10:59:29,demo,assistant,English,3,"Box breathing (×5): inhale 4s, hold 4s, exhale 4s, hold 4s. Keep shoulders relaxed."
2025-10-18T10:59:29,demo,assistant,English,3,Tell me one line about your current feeling.
2025-10-18T10:59:43,demo,user,English,3,im fine
2025-10-18T10:59:45,demo,assistant,English,3,"It’s great to hear that you’re feeling fine! To enhance that positivity, try a quick gratitude exercise: Take a minute to write down three things you appreciate about your day so far. This can help you savor those good feelings!"
2025-10-18T10:59:45,demo,assistant,English,3,Thanks for checking in. I’m here anytime. Would you like a daily reminder?
2025-10-18T11:48:39,demo,assistant,فارسی,2,گراندینگ ۲ دقیقه‌ای: ۵ چیز که می‌بینی، ۴ چیز که لمس می‌کنی، ۳ صدایی که می‌شنوی، ۲ بویی که حس می‌کنی، ۱ مزه‌ای که می‌چشی.
2025-10-18T11:48:39,demo,assistant,فارسی,2,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T11:48:52,demo,user,فارسی,2,من خوبم
2025-10-18T11:48:52,demo,assistant,فارسی,2,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T11:48:55,demo,assistant,فارسی,2,خوشحالم که حالتان خوب است! این احساس مثبت می‌تواند انرژی و انگیزه شما را افزایش دهد.   برای چند دقیقه، در یک مکان آرام بنشینید و به تنفس خود توجه کنید. به آرامی نفس عمیق بکشید و به صدای نفس‌هایتان گوش دهید. این کار می‌تواند احساس آرامش و تمرکز بیشتری به شما بدهد.
2025-10-18T11:48:55,demo,assistant,فارسی,2,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T11:50:49,demo,assistant,فارسی,3,تنفس جعبه‌ای (۵ بار): ۴ ثانیه دم، ۴ ثانیه نگه‌دار، ۴ ثانیه بازدم، ۴ ثانیه نگه‌دار. شانه‌ها رها.
2025-10-18T11:50:49,demo,assistant,فارسی,3,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T11:51:13,demo,user,فارسی,3,خوبم
2025-10-18T11:51:13,demo,assistant,فارسی,3,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T11:51:16,demo,assistant,فارسی,3,خوشحالم که خوب هستید! احساس خوبی مثل این می‌تواند انرژی مثبت زیادی به شما بدهد. برای تقویت این احساس، یک تمرین ساده انجام دهید: به مدت ۱ تا ۳ دقیقه به چیزهایی که برایتان شکرگزارید فکر کنید. می‌توانید آنها را در یک دفترچه بنویسید یا فقط در ذهنتان مرور کنید. این کار می‌تواند حال شما را بهتر کند!
2025-10-18T11:51:16,demo,assistant,فارسی,3,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T11:58:38,demo,assistant,فارسی,4,قدردانی: ۳ موفقیت کوچک یا لحظه‌ی خوب امروزت رو بنویس.
2025-10-18T11:58:38,demo,assistant,فارسی,4,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T12:06:56,demo,user,فارسی,4,خوبم
2025-10-18T12:06:56,demo,assistant,فارسی,4,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T12:07:00,demo,assistant,فارسی,4,خوشحالم که حالتان خوب است! احساس مثبت می‌تواند انرژی خوبی به زندگی بدهد. برای چند دقیقه، در یک مکان آرام بنشینید و به نفس‌های خود تمرکز کنید. به آرامی نفس عمیق بکشید و سپس به آرامی نفس را خارج کنید. این کار را چند بار تکرار کنید تا احساس آرامش بیشتری کنید.
2025-10-18T12:07:00,demo,assistant,فارسی,4,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T12:25:39,demo,user,English,,hi
2025-10-18T12:25:39,demo,assistant,English,,"On a scale of 1–5, how do you feel right now?"
2025-10-18T12:25:39,demo,assistant,English,,Tell me one line about your current feeling.
2025-10-18T12:25:41,demo,assistant,English,,"It sounds like you're expressing something important. Take a moment to breathe deeply—inhale for a count of four, hold for four, and exhale for six. Repeat this a few times to help center yourself."
2025-10-18T12:25:41,demo,assistant,English,,Thanks for checking in. I’m here anytime. Would you like a daily reminder?
2025-10-18T12:26:20,demo,user,فارسی,,سلام
2025-10-18T12:26:20,demo,assistant,فارسی,,از ۱ تا ۵ الان حالت چطوره؟
2025-10-18T12:26:20,demo,assistant,فارسی,,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T12:26:22,demo,assistant,فارسی,,به نظر می‌رسد که ممکن است احساساتی در دل داشته باشی. نوشتن می‌تواند به تخلیه این احساسات کمک کند. لطفاً یک جمله مثبت درباره خودت بنویس و آن را بپروران.
2025-10-18T12:26:22,demo,assistant,فارسی,,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T12:38:01,demo,assistant,فارسی,2,گراندینگ ۲ دقیقه‌ای: ۵ چیز که می‌بینی، ۴ چیز که لمس می‌کنی، ۳ صدایی که می‌شنوی، ۲ بویی که حس می‌کنی، ۱ مزه‌ای که می‌چشی.
2025-10-18T12:38:01,demo,assistant,فارسی,2,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T12:38:01,demo,assistant,فارسی,2,Do you want to do a daily check-in?
2025-10-18T13:16:11,demo,assistant,فارسی,2,گراندینگ ۲ دقیقه‌ای: ۵ چیز که می‌بینی، ۴ چیز که لمس می‌کنی، ۳ صدایی که می‌شنوی، ۲ بویی که حس می‌کنی، ۱ مزه‌ای که می‌چشی.
2025-10-18T13:16:11,demo,assistant,فارسی,2,یک جمله درباره حال و هوای الان بنویس.
2025-10-18T13:16:21,demo,user,فارسی,2,سلام من خوبم
2025-10-18T13:16:23,demo,assistant,فارسی,2,سلام! خوشحالم که حالت خوبه. احساس خوب بودن می‌تواند به ما انرژی و انگیزه بدهد. آیا چیزی خاصی هست که بخواهی درباره‌اش صحبت کنی یا به اشتراک بگذاری؟
2025-10-18T13:16:23,demo,assistant,فارسی,2,مرسی از چک‌این امروز. هر زمان خواستی اینجا هستم. یادآوری روزانه می‌خوای؟
2025-10-18T13:16:37,demo,user,فارسی,2,بله میخوام باهات صحبت کنم
2025-10-18T13:16:39,demo,assistant,فارسی,2,بسیار خوب! من اینجا هستم تا با تو صحبت کنم. چه چیزی در دلت هست که می‌خواهی به اشتراک بگذاری؟
2025-10-18T13:16:48,demo,user,فارسی,2,من عاشق شدم
2025-10-18T13:16:49,demo,assistant,فارسی,2,این احساس می‌تواند بسیار زیبا و هیجان‌انگیز باشد! عاشق شدن می‌تواند شادی و انگیزه زیادی به زندگی‌مان بیفزاید. چه چیزی در این رابطه برایت خاص است؟
2025-10-18T13:17:13,demo,user,فارسی,2,کسی که عاشقش شدم خیلی از نظر فکری به من نزدیک است
2025-10-18T13:17:16,demo,assistant,فارسی,2,این نزدیکی فکری می‌تواند پایه‌ای محکم برای یک رابطه عالی باشد. ارتباط عمیق می‌تواند احساسات را تقویت کند و درک بهتری از یکدیگر ایجاد کند. چه ویژگی‌هایی در او بیشترین جذابیت را برایت دارد؟
2025-10-18T13:17:35,demo,user,فارسی,2,او بسیار باهوش است
2025-10-18T13:17:37,demo,assistant,فارسی,2,باهوش بودن یک ویژگی فوق‌العاده است که می‌تواند بحث‌های عمیق و جالبی را به وجود آورد. این نوع ارتباط می‌تواند احساسات را تقویت کند و به شما کمک کند تا بیشتر یکدیگر را بشناسید. آیا تجربه خاصی از گفتگوهای جالب با او داری؟
2025-10-18T13:20:11,demo,assistant,Nederlands,3,"Box breathing (×5): 4s in, 4s vasthouden, 4s uit, 4s vasthouden. Houd je schouders ontspannen."
2025-10-18T13:20:11,demo,assistant,Nederlands,3,Vertel me in één zin hoe je je nu voelt.
